step	epoch
6804	165
6805	165
6805	165
6809	166
6814	166
6819	166
6824	166
6829	166
6834	166
6839	166
6844	166
6846	166
6846	166
6849	167
6854	167
6859	167
6864	167
6869	167
6874	167
6879	167
6884	167
6887	167
6887	167
6889	168
6894	168
6899	168
6904	168
6909	168
6914	168
6919	168
6924	168
6928	168
6928	168
6929	169
6934	169
6939	169
6944	169
6949	169
6954	169
6959	169
6964	169
6969	169
6969	169
6969	169
6974	170
6979	170
6984	170
6989	170
6994	170
6999	170
7004	170
7009	170
7010	170
7010	170
7014	171
7019	171
7024	171
7029	171
7034	171
7039	171
7044	171
7049	171
7051	171
7051	171
7054	172
7059	172
7064	172
7069	172
7074	172
7079	172
7084	172
7089	172
7092	172
7092	172
7094	173
7099	173
7104	173
7109	173
7114	173
7119	173
7124	173
7129	173
7133	173
7133	173
7134	174
7139	174
7144	174
7149	174
7154	174
7159	174
7164	174
7169	174
7174	174
7174	174
7174	174
7179	175
7184	175
7189	175
7194	175
7199	175
7204	175
7209	175
7214	175
7215	175
7215	175
7219	176
7224	176
7229	176
7234	176
7239	176
7244	176
7249	176
7254	176
7256	176
7256	176
7259	177
7264	177
7269	177
7274	177
7279	177
7284	177
7289	177
7294	177
7297	177
7297	177
7299	178
7304	178
7309	178
7314	178
7319	178
7324	178
7329	178
7334	178
7338	178
7338	178
7339	179
7344	179
7349	179
7354	179
7359	179
7364	179
7369	179
7374	179
7379	179
7379	179
7379	179
7384	180
7389	180
7394	180
7399	180
7404	180
7409	180
7414	180
7419	180
7420	180
7420	180
7424	181
7429	181
7434	181
7439	181
7444	181
7449	181
7454	181
7459	181
7461	181
7461	181
7464	182
7469	182
7474	182
7479	182
7484	182
7489	182
7494	182
7499	182
7502	182
7502	182
7504	183
7509	183
7514	183
7519	183
7524	183
7529	183
7534	183
7539	183
7543	183
7543	183
7544	184
7549	184
7554	184
7559	184
7564	184
7569	184
7574	184
7579	184
7584	184
7584	184
7584	184
7589	185
7594	185
7599	185
7604	185
7609	185
7614	185
7619	185
7624	185
7625	185
7625	185
7629	186
7634	186
7639	186
7644	186
7649	186
7654	186
7659	186
7664	186
7666	186
7666	186
7669	187
7674	187
7679	187
7684	187
7689	187
7694	187
7699	187
7704	187
7707	187
7707	187
7709	188
7714	188
7719	188
7724	188
7729	188
7734	188
7739	188
7744	188
7748	188
7748	188
7749	189
7754	189
7759	189
7764	189
7769	189
7774	189
7779	189
7784	189
7789	189
7789	189
7789	189
7794	190
7799	190
7804	190
7809	190
7814	190
7819	190
7824	190
7829	190
7830	190
7830	190
7834	191
7839	191
7844	191
7849	191
7854	191
7859	191
7864	191
7869	191
7871	191
7871	191
7874	192
7879	192
7884	192
7889	192
7894	192
7899	192
7904	192
7909	192
7912	192
7912	192
7914	193
7919	193
7924	193
7929	193
7934	193
7939	193
7944	193
7949	193
7953	193
7953	193
7954	194
7959	194
7964	194
7969	194
7974	194
7979	194
7984	194
7989	194
7994	194
7994	194
7994	194
7999	195
8004	195
8009	195
8014	195
8019	195
8024	195
8029	195
8034	195
8035	195
8035	195
8039	196
8044	196
8049	196
8054	196
8059	196
8064	196
8069	196
8074	196
8076	196
8076	196
8079	197
8084	197
8089	197
8094	197
8099	197
8104	197
8109	197
8114	197
8117	197
8117	197
8119	198
8124	198
8129	198
8134	198
8139	198
8144	198
8149	198
8154	198
8158	198
8158	198
8159	199
8164	199
8169	199
8174	199
8179	199
8184	199
8189	199
8194	199
8199	199
8199	199
8199	199
8204	200
8209	200
8214	200
8219	200
8224	200
8229	200
8234	200
8239	200
8240	200
8240	200
8244	201
8249	201
8254	201
8259	201
8264	201
8269	201
8274	201
8279	201
8281	201
8281	201
8284	202
8289	202
8294	202
8299	202
8304	202
8309	202
8314	202
8319	202
8322	202
8322	202
8324	203
8329	203
8334	203
8339	203
8344	203
8349	203
8354	203
8359	203
8363	203
8363	203
8364	204
8369	204
8374	204
8379	204
8384	204
8389	204
8394	204
8399	204
8404	204
8404	204
8404	204
8409	205
8414	205
8419	205
8424	205
8429	205
8434	205
8439	205
8444	205
8445	205
8445	205
8449	206
8454	206
8459	206
8464	206
8469	206
8474	206
8479	206
8484	206
8486	206
8486	206
8489	207
8494	207
8499	207
8504	207
8509	207
8514	207
8519	207
8524	207
8527	207
8527	207
8529	208
8534	208
8539	208
8544	208
8549	208
8554	208
8559	208
8564	208
8568	208
8568	208
8569	209
8574	209
8579	209
8584	209
8589	209
8594	209
8599	209
8604	209
8609	209
8609	209
8609	209
8614	210
8619	210
8624	210
8629	210
8634	210
8639	210
8644	210
8649	210
8650	210
8650	210
8654	211
8659	211
8664	211
8669	211
8674	211
8679	211
8684	211
8689	211
8691	211
8691	211
8694	212
8699	212
8704	212
8709	212
8714	212
8719	212
8724	212
8729	212
8732	212
8732	212
8734	213
8739	213
8744	213
8749	213
8754	213
8759	213
8764	213
8769	213
8773	213
8773	213
8774	214
8779	214
8784	214
8789	214
8794	214
8799	214
8804	214
8809	214
8814	214
8814	214
8814	214
8819	215
8824	215
8829	215
8834	215
8839	215
8844	215
8849	215
8854	215
8855	215
8855	215
8859	216
8864	216
8869	216
8874	216
8879	216
8884	216
8889	216
8894	216
8896	216
8896	216
8899	217
8904	217
8909	217
8914	217
8919	217
8924	217
8929	217
8934	217
8937	217
8937	217
8939	218
8944	218
8949	218
8954	218
8959	218
8964	218
8969	218
8974	218
8978	218
8978	218
8979	219
8984	219
8989	219
8994	219
8999	219
9004	219
9009	219
9014	219
9019	219
9019	219
9019	219
9024	220
9029	220
9034	220
9039	220
9044	220
9049	220
9054	220
9059	220
9060	220
9060	220
9064	221
9069	221
9074	221
9079	221
9084	221
9089	221
9094	221
9099	221
9101	221
9101	221
9104	222
9109	222
9114	222
9119	222
9124	222
9129	222
9134	222
9139	222
9142	222
9142	222
9144	223
9149	223
9154	223
9159	223
9164	223
9169	223
9174	223
9179	223
9183	223
9183	223
9184	224
9189	224
9194	224
9199	224
9204	224
9209	224
9214	224
9219	224
9224	224
9224	224
9224	224
9229	225
9234	225
9239	225
9244	225
9249	225
9254	225
9259	225
9264	225
9265	225
9265	225
9269	226
9274	226
9279	226
9284	226
9289	226
9294	226
9299	226
9304	226
9306	226
9306	226
9309	227
9314	227
9319	227
9324	227
9329	227
9334	227
9339	227
9344	227
9347	227
9347	227
9349	228
9354	228
9359	228
9364	228
9369	228
9374	228
9379	228
9384	228
9388	228
9388	228
9389	229
9394	229
9399	229
9404	229
9409	229
9414	229
9419	229
9424	229
9429	229
9429	229
9429	229
9434	230
9439	230
9444	230
9449	230
9454	230
9459	230
9464	230
9469	230
9470	230
9470	230
9474	231
9479	231
9484	231
9489	231
9494	231
9499	231
9504	231
9509	231
9511	231
9511	231
9514	232
9519	232
9524	232
9529	232
9534	232
9539	232
9544	232
9549	232
9552	232
9552	232
9554	233
9559	233
9564	233
9569	233
9574	233
9579	233
9584	233
9589	233
9593	233
9593	233
9594	234
9599	234
9604	234
9609	234
9614	234
9619	234
9624	234
9629	234
9634	234
9634	234
9634	234
9639	235
9644	235
9649	235
9654	235
9659	235
9664	235
9669	235
9674	235
9675	235
9675	235
9679	236
9684	236
9689	236
9694	236
9699	236
9704	236
9709	236
9714	236
9716	236
9716	236
9719	237
9724	237
9729	237
9734	237
9739	237
9744	237
9749	237
9754	237
9757	237
9757	237
9759	238
9764	238
9769	238
9774	238
9779	238
9784	238
9789	238
9794	238
9798	238
9798	238
9799	239
9804	239
9809	239
9814	239
9819	239
9824	239
9829	239
9834	239
9839	239
9839	239
9839	239
9844	240
9849	240
9854	240
9859	240
9864	240
9869	240
9874	240
9879	240
9880	240
9880	240
9884	241
9889	241
9894	241
9899	241
9904	241
9909	241
9914	241
9919	241
9921	241
9921	241
9924	242
9929	242
9934	242
9939	242
9944	242
9949	242
9954	242
9959	242
9962	242
9962	242
9964	243
9969	243
9974	243
9979	243
9984	243
9989	243
9994	243
9999	243
10003	243
10003	243
10004	244
10009	244
10014	244
10019	244
10024	244
10029	244
10034	244
10039	244
10044	244
10044	244
10044	244
10049	245
10054	245
10059	245
10064	245
10069	245
10074	245
10079	245
10084	245
10085	245
10085	245
10089	246
10094	246
10099	246
10104	246
10109	246
10114	246
10119	246
10124	246
10126	246
10126	246
10129	247
10134	247
10139	247
10144	247
10149	247
10154	247
10159	247
10164	247
10167	247
10167	247
10169	248
10174	248
10179	248
10184	248
10189	248
10194	248
10199	248
10204	248
10208	248
10208	248
10209	249
10214	249
10219	249
10224	249
10229	249
10234	249
10239	249
10244	249
10249	249
10249	249
10249	249
10254	250
10259	250
10264	250
10269	250
10274	250
10279	250
10284	250
10289	250
10290	250
10290	250
10294	251
10299	251
10304	251
10309	251
10314	251
10319	251
10324	251
10329	251
10331	251
10331	251
10334	252
10339	252
10344	252
10349	252
10354	252
10359	252
10364	252
10369	252
10372	252
10372	252
10374	253
10379	253
10384	253
10389	253
10394	253
10399	253
10404	253
10409	253
10413	253
10413	253
10414	254
10419	254
10424	254
10429	254
10434	254
10439	254
10444	254
10449	254
10454	254
10454	254
10454	254
10459	255
10464	255
10469	255
10474	255
10479	255
10484	255
10489	255
10494	255
10495	255
10495	255
10499	256
10504	256
10509	256
10514	256
10519	256
10524	256
10529	256
10534	256
10536	256
10536	256
10539	257
10544	257
10549	257
10554	257
10559	257
10564	257
10569	257
10574	257
10577	257
10577	257
10579	258
10584	258
10589	258
10594	258
10599	258
10604	258
10609	258
10614	258
10618	258
10618	258
10619	259
10624	259
10629	259
10634	259
10639	259
10644	259
10649	259
10654	259
10659	259
10659	259
10659	259
10664	260
10669	260
10674	260
10679	260
10684	260
10689	260
10694	260
10699	260
10700	260
10700	260
10704	261
10709	261
10714	261
10719	261
10724	261
10729	261
10734	261
10739	261
10741	261
10741	261
10744	262
10749	262
10754	262
10759	262
10764	262
10769	262
10774	262
10779	262
10782	262
10782	262
10784	263
10789	263
10794	263
10799	263
10804	263
10809	263
10814	263
10819	263
10823	263
10823	263
10824	264
10829	264
10834	264
10839	264
10844	264
10849	264
10854	264
10859	264
10864	264
10864	264
10864	264
10869	265
10874	265
10879	265
10884	265
10889	265
10894	265
10899	265
10904	265
10905	265
10905	265
10909	266
10914	266
10919	266
10924	266
10929	266
10934	266
10939	266
10944	266
10946	266
10946	266
10949	267
10954	267
10959	267
10964	267
10969	267
10974	267
10979	267
10984	267
10987	267
10987	267
10989	268
10994	268
10999	268
11004	268
11009	268
11014	268
11019	268
11024	268
11028	268
11028	268
11029	269
11034	269
11039	269
11044	269
11049	269
11054	269
11059	269
11064	269
11069	269
11069	269
11069	269
11074	270
11079	270
11084	270
11089	270
11094	270
11099	270
11104	270
11109	270
11110	270
11110	270
11114	271
11119	271
11124	271
11129	271
11134	271
11139	271
11144	271
11149	271
11151	271
11151	271
11154	272
11159	272
11164	272
11169	272
11174	272
11179	272
11184	272
11189	272
11192	272
11192	272
11194	273
11199	273
11204	273
11209	273
11214	273
11219	273
11224	273
11229	273
11233	273
11233	273
11234	274
11239	274
11244	274
11249	274
11254	274
11259	274
11264	274
11269	274
11274	274
11274	274
11274	274
11279	275
11284	275
11289	275
11294	275
11299	275
11304	275
11309	275
11314	275
11315	275
11315	275
11319	276
11324	276
11329	276
11334	276
11339	276
11344	276
11349	276
11354	276
11356	276
11356	276
11359	277
11364	277
11369	277
11374	277
11379	277
11384	277
11389	277
11394	277
11397	277
11397	277
11399	278
11404	278
11409	278
11414	278
11419	278
11424	278
11429	278
11434	278
11438	278
11438	278
11439	279
11444	279
