step	loss_epoch
40	0.7130593061447144
81	0.6942235231399536
122	0.7314279675483704
163	0.6865735650062561
204	0.7105004787445068
245	0.7569364309310913
286	0.7139054536819458
327	0.7147142887115479
368	0.6955668330192566
409	0.7422151565551758
450	0.7125362157821655
491	0.7124554514884949
532	0.7063102722167969
573	0.768310546875
614	0.7222698926925659
655	0.6929686665534973
696	0.7139349579811096
737	0.7104947566986084
778	0.6733893752098083
819	0.7056151628494263
860	0.7040944695472717
901	0.6897714138031006
942	0.6753706336021423
983	0.7192118167877197
1024	0.6900399923324585
1065	0.6707793474197388
1106	0.7023877501487732
1147	0.6962710618972778
1188	0.6468691229820251
1229	0.7205772399902344
1270	0.6503174901008606
1311	0.6769351363182068
1352	0.6714557409286499
1393	0.6692522168159485
1434	0.6502442359924316
1475	0.6719083189964294
1516	0.6594830751419067
1557	0.6557162404060364
1598	0.6501624584197998
1639	0.6602481007575989
1680	0.6149147748947144
1721	0.6155349016189575
1762	0.620154619216919
1803	0.6208066344261169
1844	0.6154422760009766
1885	0.5784247517585754
1926	0.5957890748977661
1967	0.6236802935600281
2008	0.6250534057617188
2049	0.5847975015640259
2090	0.5830179452896118
2131	0.5704405307769775
2172	0.528189480304718
2213	0.5455871820449829
2254	0.5387917757034302
2295	0.5152051448822021
2336	0.54770427942276
2377	0.544957160949707
2418	0.5245508551597595
2459	0.520516037940979
2500	0.5291236042976379
2541	0.5238385200500488
2582	0.5304331183433533
2623	0.4838806092739105
2664	0.4900659918785095
2705	0.504551112651825
2746	0.5312995314598083
2787	0.5078327655792236
2828	0.4945621192455292
2869	0.4954090118408203
2910	0.46316128969192505
2951	0.4908725917339325
2992	0.48809710144996643
3033	0.5048882961273193
3074	0.4841756224632263
3115	0.5092893838882446
3156	0.47174015641212463
3197	0.4635452628135681
3238	0.474247545003891
3279	0.47604602575302124
3320	0.4667564034461975
3361	0.47175511717796326
3402	0.4733629822731018
3443	0.4361206293106079
3484	0.46412014961242676
3525	0.4347178637981415
3566	0.44482022523880005
3607	0.46149009466171265
3648	0.4415755569934845
3689	0.4755607843399048
3730	0.4680940806865692
3771	0.45933768153190613
3812	0.45370620489120483
3853	0.4455021619796753
3894	0.4614899456501007
3935	0.44749173521995544
3976	0.43264731764793396
4017	0.470730185508728
4058	0.4463469684123993
4099	0.4410150349140167
4140	0.452197402715683
4181	0.44479840993881226
4222	0.441227525472641
4263	0.43130260705947876
4304	0.44632968306541443
4345	0.43382155895233154
4386	0.4546920657157898
4427	0.4495612382888794
4468	0.42137256264686584
4509	0.4555453360080719
4550	0.4394471347332001
4591	0.43644702434539795
4632	0.43788060545921326
4673	0.44268205761909485
4714	0.4186866879463196
4755	0.41827327013015747
4796	0.4479003846645355
4837	0.44173339009284973
4878	0.45051708817481995
4919	0.4196714162826538
4960	0.4304402768611908
5001	0.40309131145477295
5042	0.4161732494831085
5083	0.4210965931415558
5124	0.42795801162719727
5165	0.4178105592727661
5206	0.412672221660614
5247	0.40933850407600403
5288	0.3923432528972626
5329	0.4258386194705963
5370	0.3873900771141052
5411	0.4194851219654083
5452	0.43062952160835266
5493	0.40497851371765137
5534	0.40010860562324524
5575	0.42757147550582886
5616	0.4225729703903198
5657	0.4115828275680542
5698	0.4347918629646301
5739	0.4206295609474182
5780	0.4311251938343048
5821	0.4108010232448578
5862	0.41464856266975403
5903	0.40744397044181824
5944	0.4119899570941925
5985	0.37990617752075195
6026	0.41772595047950745
6067	0.42071589827537537
6108	0.38563618063926697
6149	0.38517317175865173
6190	0.4116787612438202
6231	0.4079735577106476
6272	0.40161603689193726
6313	0.42812445759773254
6354	0.40818774700164795
6395	0.40681231021881104
6436	0.3967060148715973
6477	0.42544466257095337
6518	0.4145062565803528
6559	0.41767480969429016
6600	0.4163112938404083
6641	0.3996305763721466
6682	0.404887855052948
6723	0.40718185901641846
6764	0.40312710404396057
6805	0.40683096647262573
6846	0.4159037470817566
6887	0.4327598512172699
6928	0.40505701303482056
6969	0.4052375555038452
