step	iou_step
4	6.391348870238289e-05
9	7.648259634152055e-05
14	0.0004422222846187651
19	4.805580465472303e-05
24	9.253518510377035e-05
29	7.695343811064959e-05
34	5.3088777349330485e-05
39	6.752993067493662e-05
44	0.0001286481856368482
49	3.297332295915112e-05
54	4.1479492210783064e-05
59	0.0002460460236761719
64	0.00011275109864072874
69	0.0002767854311969131
74	0.00019902741769328713
79	0.00025309412740170956
84	9.02436877368018e-05
89	9.209533163812011e-05
94	0.00020411654259078205
99	0.0001894598244689405
104	0.00025635832571424544
109	0.0006015291437506676
114	0.00010513540473766625
119	3.488592119538225e-05
124	0.0005226440262049437
129	7.478048792108893e-05
134	0.00039585147169418633
139	0.00020000427321065217
144	0.000494985026307404
149	0.0001918979687616229
154	0.0002972734801005572
159	0.0002774310123641044
164	0.0004997873911634088
169	8.968431211542338e-05
174	3.937745714210905e-05
179	0.0001854689180618152
184	0.00040848777280189097
189	4.650420305551961e-05
194	9.121514449361712e-05
199	3.329740138724446e-05
204	0.00011890863970620558
209	0.00041383557254448533
214	5.979998968541622e-05
219	0.00017073634080588818
224	0.0001397478044964373
229	9.188641706714407e-05
234	0.0003728989977389574
239	0.00014659427688457072
244	0.0007851957343518734
249	7.353325599979144e-06
254	0.0003843425656668842
259	0.0005805934779345989
264	0.000591957475990057
269	0.0001701066066743806
274	0.00012386759044602513
279	0.0002703343634493649
284	9.441242582397535e-05
289	0.0003620526986196637
294	0.00043941265903413296
299	0.0005491297342814505
304	0.0007817036821506917
309	0.0001795343850972131
314	0.00045882060658186674
319	0.00029541869298554957
324	0.0003125180664937943
329	0.0002229061210528016
334	0.0007411775877699256
339	0.0006321901455521584
344	0.0004656472592614591
349	0.00020797470642719418
354	0.0001572832406964153
359	0.0003037103160750121
364	0.00033877158421091735
369	4.4241369323572144e-05
374	0.0005739086773246527
379	0.0005606519989669323
384	0.00033725216053426266
389	0.00011889161396538839
394	0.00033191643888130784
399	6.292936450336128e-05
404	0.0002844239352270961
409	0.0007375340792350471
414	0.00024614171707071364
419	0.0011200588196516037
424	5.6097142078215256e-05
429	0.0001976916828425601
434	0.015625
439	0.047099895775318146
444	1.57881440827623e-05
449	0.016426170244812965
454	0.03179968148469925
459	0.03144557401537895
464	0.00013312482042238116
469	0.03145622834563255
474	0.03228963911533356
479	0.01582467555999756
484	0.09400104731321335
489	0.14276139438152313
494	0.1727558821439743
499	0.04699309170246124
504	0.03249617666006088
509	0.09431302547454834
514	0.10989673435688019
519	0.14166125655174255
524	0.1098855659365654
529	0.09440937638282776
534	0.2068040519952774
539	0.4222830832004547
544	0.07895129919052124
549	0.14125791192054749
554	0.10955435037612915
559	0.06253423541784286
564	0.2661588788032532
569	0.09661276638507843
574	0.14094805717468262
579	0.19144070148468018
584	0.03131780028343201
589	0.04694288596510887
594	0.20342180132865906
599	0.1420779675245285
604	0.031766101717948914
609	0.01805398054420948
614	0.0
619	0.20318299531936646
624	0.2195160835981369
629	0.031424954533576965
634	0.06356719136238098
639	0.07873383909463882
644	0.22032609581947327
649	0.3777318596839905
654	0.2824370861053467
659	0.1408189982175827
664	0.11054737120866776
669	0.21973776817321777
674	0.15678080916404724
679	0.25068601965904236
684	0.12713046371936798
689	0.22147442400455475
694	0.23493480682373047
699	0.36059072613716125
704	0.2506205141544342
709	0.1737486869096756
714	0.09443044662475586
719	0.1103353500366211
724	0.2663346529006958
729	0.40784206986427307
734	0.20580938458442688
739	0.15709786117076874
744	0.032111212611198425
749	0.2347394824028015
754	0.26587098836898804
759	0.27086472511291504
764	0.21916866302490234
769	0.14218074083328247
774	0.37520742416381836
779	0.20460213720798492
784	0.06432068347930908
789	0.17210566997528076
794	0.25065338611602783
799	0.22114887833595276
804	0.04723973572254181
809	0.3133053779602051
814	0.1885232925415039
819	0.0
824	0.29747992753982544
829	0.2986399233341217
834	0.28332388401031494
839	0.07844921946525574
844	0.2817703187465668
849	0.20420381426811218
854	0.23781657218933105
859	0.3449370861053467
864	0.2510625720024109
869	0.28183531761169434
874	0.26928091049194336
879	0.2816121280193329
884	0.17285099625587463
889	0.17213338613510132
894	0.17292508482933044
899	0.26970842480659485
904	0.1888049840927124
909	0.2978637218475342
914	0.17228738963603973
919	0.4874396026134491
924	0.34435081481933594
929	0.2039678990840912
934	0.23454122245311737
939	0.17353743314743042
944	0.18761998414993286
949	0.18762873113155365
954	0.266316682100296
959	0.5016887187957764
964	0.4229147732257843
969	0.28202351927757263
974	0.171875
979	0.33076930046081543
984	0.25232693552970886
989	0.3611428141593933
994	0.2226090282201767
999	0.28216421604156494
1004	0.23580783605575562
1009	0.36095109581947327
1014	0.29713863134384155
1019	0.4548996090888977
1024	0.1666666716337204
1029	0.5164781808853149
1034	0.44149357080459595
1039	0.2044627070426941
1044	0.3521985411643982
1049	0.15754887461662292
1054	0.25
1059	0.4867580831050873
1064	0.37682828307151794
1069	0.21923421323299408
1074	0.265625
1079	0.25
1084	0.3548990786075592
1089	0.45759427547454834
1094	0.15813013911247253
1099	0.45434319972991943
1104	0.7255995869636536
1109	0.09609710425138474
1114	0.3759331703186035
1119	0.3464251756668091
1124	0.2974975109100342
1129	0.3144097924232483
1134	0.21875
1139	0.48677343130111694
1144	0.15707308053970337
1149	0.5335659980773926
1154	0.5647327899932861
1159	0.3908035457134247
1164	0.2816530466079712
1169	0.45396244525909424
1174	0.44094982743263245
1179	0.3130192756652832
1184	0.6440148949623108
1189	0.4879334568977356
1194	0.25
1199	0.4863463342189789
1204	0.5182911157608032
1209	0.3643161654472351
1214	0.2973661422729492
1219	0.2381879985332489
1224	0.26635676622390747
1229	0.16852886974811554
1234	0.375
1239	0.3597124218940735
1244	0.4066930413246155
1249	0.5016849040985107
1254	0.3607567250728607
1259	0.3305157423019409
1264	0.312726229429245
1269	0.4098474979400635
1274	0.39077579975128174
1279	0.46887901425361633
1284	0.5483195781707764
1289	0.5013319849967957
1294	0.42622941732406616
1299	0.48581576347351074
1304	0.328125
1309	0.43759864568710327
1314	0.31400489807128906
1319	0.42233791947364807
1324	0.45757704973220825
1329	0.42969077825546265
1334	0.6742984056472778
1339	0.46928977966308594
1344	0.4240870475769043
1349	0.32897111773490906
1354	0.3759334683418274
1359	0.5473737716674805
1364	0.34375
1369	0.426952064037323
1374	0.6573367118835449
1379	0.6289100050926208
1384	0.39209848642349243
1389	0.48552513122558594
1394	0.3005922734737396
1399	0.34375
1404	0.6475808620452881
1409	0.5974608063697815
1414	0.3333122730255127
1419	0.6564316749572754
1424	0.614984393119812
1429	0.34529852867126465
1434	0.0
1439	0.25021862983703613
1444	0.3910442590713501
1449	0.31299644708633423
1454	0.40625
1459	0.7065798044204712
1464	0.720139741897583
1469	0.5319800972938538
1474	0.7055855989456177
1479	0.7213608026504517
1484	0.4718714952468872
1489	0.5196021199226379
1494	0.390625
1499	0.4231770932674408
1504	0.46895772218704224
1509	0.4255675971508026
1514	0.6286374926567078
1519	0.5009036660194397
1524	0.43764495849609375
1529	0.5051013231277466
1534	0.31327882409095764
1539	0.515625
1544	0.5508759021759033
1549	0.583758533000946
1554	0.5791535973548889
1559	0.5939670205116272
1564	0.39210325479507446
1569	0.469676673412323
1574	0.5084636211395264
1579	0.59434974193573
1584	0.43949073553085327
1589	0.35953396558761597
1594	0.6101280450820923
1599	0.4071022868156433
1604	0.6879340410232544
1609	0.3484036922454834
