step	iou_epoch
40	0.00012665159010794014
81	0.00015024995082058012
122	0.00017854505858849734
163	0.00020228787616360933
204	0.00022007239749655128
245	0.00023862830130383372
286	0.00026711460668593645
327	0.0003042593889404088
368	0.0003392119542695582
409	0.000411771034123376
450	0.010924887843430042
491	0.055380020290613174
532	0.10291250795125961
573	0.13231079280376434
614	0.143966406583786
655	0.17100512981414795
696	0.1670352816581726
737	0.19912263751029968
778	0.2109738141298294
819	0.21345087885856628
860	0.22789359092712402
901	0.23901516199111938
942	0.24475610256195068
983	0.2930801510810852
1024	0.31412866711616516
1065	0.335811048746109
1106	0.3502526581287384
1147	0.32547247409820557
1188	0.37094253301620483
1229	0.404587060213089
1270	0.40085136890411377
1311	0.429652601480484
1352	0.4427235722541809
1393	0.4671045243740082
1434	0.4547666311264038
1475	0.5124876499176025
1516	0.4922376275062561
1557	0.5424419045448303
1598	0.5128741264343262
1639	0.5367305278778076
1680	0.5596240162849426
1721	0.5400205254554749
1762	0.5520832538604736
1803	0.6029617786407471
1844	0.5895537734031677
1885	0.5966154932975769
1926	0.612486720085144
1967	0.6353393793106079
2008	0.607275664806366
2049	0.6016233563423157
2090	0.6326837539672852
2131	0.6357753276824951
2172	0.5996933579444885
2213	0.6242454648017883
2254	0.6472551226615906
2295	0.6402599811553955
2336	0.6566041707992554
2377	0.6473574042320251
2418	0.6659071445465088
2459	0.6283805966377258
2500	0.6381615996360779
2541	0.6688912510871887
2582	0.6966811418533325
2623	0.6452796459197998
2664	0.6696615815162659
2705	0.6781742572784424
2746	0.6801742911338806
2787	0.685204029083252
2828	0.6958559155464172
2869	0.6851403713226318
2910	0.6944762468338013
2951	0.7062698006629944
2992	0.7215438485145569
3033	0.751802384853363
3074	0.7667191028594971
3115	0.7862432599067688
3156	0.7944262623786926
3197	0.8023244738578796
3238	0.7898151874542236
3279	0.8008105158805847
3320	0.8039273619651794
3361	0.8167295455932617
3402	0.8321501016616821
3443	0.7906081676483154
3484	0.8361478447914124
3525	0.8201479911804199
3566	0.8248007297515869
3607	0.839633047580719
3648	0.8439983129501343
3689	0.8705357909202576
3730	0.874467134475708
3771	0.8647433519363403
3812	0.8474470376968384
3853	0.8678252696990967
3894	0.8749149441719055
3935	0.8834217190742493
3976	0.8453121185302734
4017	0.8602543473243713
4058	0.8310476541519165
4099	0.8360981345176697
4140	0.8429632782936096
4181	0.8432813882827759
4222	0.8719639778137207
4263	0.866554856300354
4304	0.8690854907035828
4345	0.8660359978675842
4386	0.8835808038711548
4427	0.8636419773101807
4468	0.8689252734184265
4509	0.8730867505073547
4550	0.8756092190742493
4591	0.8819043040275574
4632	0.8901134729385376
4673	0.8843633532524109
4714	0.8733395934104919
4755	0.8821263909339905
4796	0.873146653175354
4837	0.8882113099098206
4878	0.8901175260543823
4919	0.8908190131187439
4960	0.8373724222183228
5001	0.8655978441238403
5042	0.8807904720306396
5083	0.8695566654205322
5124	0.8744234442710876
5165	0.8853112459182739
5206	0.8824697136878967
5247	0.8745988607406616
5288	0.8805293440818787
5329	0.8863509297370911
5370	0.8937069177627563
5411	0.8920446634292603
5452	0.8880103826522827
5493	0.893856942653656
5534	0.8833411931991577
5575	0.8939856290817261
5616	0.8952771425247192
5657	0.8940513134002686
5698	0.8916155099868774
5739	0.8874202370643616
5780	0.9018314480781555
5821	0.8975101113319397
5862	0.8946364521980286
5903	0.8969883322715759
5944	0.8911827802658081
5985	0.895010769367218
6026	0.8997065424919128
6067	0.8891727924346924
6108	0.8994723558425903
6149	0.8954951167106628
6190	0.8992844223976135
6231	0.8988266587257385
6272	0.8922513723373413
6313	0.8921033143997192
6354	0.8996282815933228
6395	0.9051734805107117
6436	0.9041165113449097
6477	0.9005376696586609
6518	0.9019543528556824
6559	0.9049322605133057
6600	0.9049988985061646
6641	0.9026021361351013
6682	0.904199481010437
6723	0.9000152945518494
6764	0.9049964547157288
6805	0.9017468094825745
6846	0.9013915061950684
6887	0.900762140750885
6928	0.9055286049842834
6969	0.9049537181854248
7010	0.9024778604507446
7051	0.903860330581665
7092	0.9035974740982056
7133	0.9047443270683289
7174	0.9025977849960327
7215	0.9029587507247925
7256	0.9030671715736389
7297	0.9052663445472717
7338	0.9004079103469849
7379	0.9046528339385986
7420	0.9018113017082214
7461	0.9014081954956055
7502	0.9017122983932495
7543	0.9028925895690918
7584	0.9037107229232788
7625	0.9026004076004028
7666	0.902741014957428
7707	0.9060208797454834
7748	0.9060099124908447
7789	0.9055066704750061
7830	0.9002230167388916
7871	0.9050325155258179
7912	0.9076790809631348
7953	0.9051604866981506
7994	0.9063012599945068
8035	0.9057846665382385
8076	0.8956897854804993
8117	0.9045091271400452
8158	0.906915009021759
8199	0.9065446257591248
8240	0.9033334255218506
8281	0.905042290687561
8322	0.9066050052642822
8363	0.9048123955726624
8404	0.9062067866325378
8445	0.9050172567367554
8486	0.9044256806373596
8527	0.9017934799194336
8568	0.9064440131187439
8609	0.9055325984954834
8650	0.9071022272109985
8691	0.9029824137687683
8732	0.8977949023246765
8773	0.9048017859458923
8814	0.903008222579956
8855	0.9052233099937439
8896	0.9042420387268066
8937	0.9070407748222351
8978	0.9070210456848145
9019	0.9038435220718384
9060	0.9054262638092041
9101	0.9066420197486877
9142	0.9060606360435486
9183	0.9027305841445923
9224	0.9074342250823975
9265	0.9029259085655212
9306	0.9047202467918396
9347	0.9063339233398438
9388	0.9077574610710144
9429	0.9046379327774048
9470	0.9056176543235779
9511	0.906458854675293
9552	0.907996654510498
9593	0.9071688652038574
9634	0.9070475101470947
