step	iou-no-empty_epoch
40	0.00012665159010794014
81	0.00015024995082058012
122	0.00017854505858849734
163	0.00020228787616360933
204	0.00022007239749655128
245	0.00023862830130383372
286	0.00026711460668593645
327	0.0003042593889404088
368	0.0003392119542695582
409	0.000411771034123376
450	0.0004317532875575125
491	0.0005912805208936334
532	0.000732347194571048
573	0.0010310375364497304
614	0.001035200897604227
655	0.0013232787605375051
696	0.0012189979897812009
737	0.001039484515786171
778	0.0017828949494287372
819	0.0014785946113988757
860	0.001579880015924573
901	0.0019107619300484657
942	0.0018050805665552616
983	0.002634229138493538
1024	0.002227909630164504
1065	0.0027472693473100662
1106	0.003488270565867424
1147	0.002939763944596052
1188	0.00373416137881577
1229	0.0036420850083231926
1270	0.0038718825671821833
1311	0.004118428565561771
1352	0.003950704820454121
1393	0.004642658866941929
1434	0.004019724205136299
1475	0.0048556337133049965
1516	0.005358108319342136
1557	0.006047848146408796
1598	0.005644788965582848
1639	0.005401541944593191
1680	0.007320902310311794
1721	0.00666063092648983
1762	0.00600357074290514
1803	0.007597258780151606
1844	0.006897761020809412
1885	0.007172351703047752
1926	0.008274359628558159
1967	0.009601742960512638
2008	0.007773281540721655
2049	0.007146680261939764
2090	0.00867005530744791
2131	0.008692147210240364
2172	0.008103529922664165
2213	0.008778752759099007
2254	0.00954156368970871
2295	0.009366790764033794
2336	0.009849748574197292
2377	0.009828746318817139
2418	0.011177359148859978
2459	0.009528285823762417
2500	0.009948368184268475
2541	0.010903914459049702
2582	0.011234409175813198
2623	0.010476300492882729
2664	0.010907533578574657
2705	0.01106850616633892
2746	0.011307775974273682
2787	0.011410062201321125
2828	0.012299689464271069
2869	0.011210018768906593
2910	0.012805167585611343
2951	0.01374119147658348
2992	0.013513533398509026
3033	0.014869875274598598
3074	0.01639602892100811
3115	0.018245775252580643
3156	0.019042838364839554
3197	0.020382482558488846
3238	0.018883204087615013
3279	0.0204290971159935
3320	0.020779285579919815
3361	0.022050537168979645
3402	0.025485606864094734
3443	0.02080775983631611
3484	0.02672569267451763
3525	0.024093881249427795
3566	0.024647919461131096
3607	0.027207419276237488
3648	0.028483426198363304
3689	0.034834668040275574
3730	0.036207158118486404
3771	0.033666592091321945
3812	0.028795795515179634
3853	0.03422321751713753
3894	0.0367695651948452
3935	0.03897613286972046
3976	0.029616713523864746
4017	0.031197603791952133
4058	0.02786264568567276
4099	0.028673268854618073
4140	0.02908972091972828
4181	0.031057242304086685
4222	0.037109073251485825
4263	0.03589624911546707
4304	0.03796527162194252
4345	0.03755467012524605
4386	0.0433543436229229
4427	0.03650331869721413
4468	0.03678788244724274
4509	0.03993920236825943
4550	0.03924012556672096
4591	0.041822925209999084
4632	0.0451754592359066
4673	0.04367367550730705
4714	0.039025429636240005
4755	0.04362436383962631
4796	0.04039155691862106
4837	0.04478181153535843
4878	0.04521114006638527
4919	0.04808895289897919
4960	0.031763628125190735
5001	0.039771176874637604
5042	0.044837430119514465
5083	0.03868195414543152
5124	0.04159381240606308
5165	0.04537397250533104
5206	0.046409960836172104
5247	0.042933326214551926
5288	0.04571864753961563
5329	0.04475383087992668
5370	0.050744131207466125
5411	0.05235063284635544
5452	0.04938129335641861
5493	0.0520830899477005
5534	0.044437702745199203
5575	0.0499340295791626
5616	0.05159460008144379
5657	0.05052342638373375
5698	0.04858440160751343
5739	0.04751566797494888
5780	0.05434669554233551
5821	0.05178409069776535
5862	0.049139607697725296
5903	0.05037321522831917
5944	0.048033758997917175
5985	0.04918202385306358
6026	0.055110521614551544
6067	0.04984105005860329
6108	0.05290577560663223
6149	0.0535687655210495
6190	0.05459674075245857
6231	0.053753308951854706
6272	0.05092677101492882
6313	0.0528663732111454
6354	0.05782520771026611
6395	0.058324407786130905
6436	0.058731213212013245
6477	0.05602525547146797
6518	0.05553131923079491
6559	0.0595599040389061
6600	0.06021929904818535
6641	0.05824200063943863
6682	0.05954670533537865
6723	0.05455666407942772
6764	0.060195036232471466
6805	0.06056749448180199
6846	0.05717015638947487
6887	0.05815599486231804
6928	0.06185096502304077
6969	0.059772592037916183
7010	0.060573648661375046
7051	0.05980552360415459
7092	0.060805074870586395
7133	0.06131095439195633
7174	0.05820078030228615
7215	0.05815111845731735
7256	0.059202875941991806
7297	0.06286528706550598
7338	0.05479445308446884
7379	0.06041071563959122
7420	0.05768153443932533
7461	0.06082191318273544
7502	0.056732162833213806
7543	0.057508327066898346
7584	0.058341410011053085
7625	0.058225397020578384
7666	0.05958531051874161
7707	0.06312243640422821
7748	0.06301440298557281
7789	0.061633702367544174
7830	0.05997570604085922
7871	0.06415152549743652
7912	0.06515927612781525
7953	0.06541242450475693
7994	0.062283243983983994
8035	0.06439555436372757
8076	0.05533197522163391
8117	0.06258535385131836
8158	0.06478731334209442
8199	0.06471879035234451
8240	0.06178676709532738
8281	0.06424755603075027
8322	0.06532292068004608
8363	0.061982620507478714
8404	0.06497637182474136
8445	0.06400078535079956
8486	0.06533431261777878
8527	0.06449245661497116
8568	0.06371275335550308
8609	0.061890680342912674
8650	0.06666743755340576
8691	0.06191972270607948
8732	0.06117278337478638
8773	0.06545769423246384
8814	0.06216926872730255
8855	0.0660320594906807
8896	0.06353793293237686
8937	0.06605073809623718
8978	0.06948628276586533
9019	0.06673752516508102
9060	0.06803175806999207
9101	0.06931506097316742
9142	0.06713484227657318
9183	0.06300809979438782
9224	0.06635704636573792
9265	0.06488927453756332
9306	0.06821455806493759
9347	0.06984927505254745
9388	0.07325057685375214
9429	0.06740950047969818
9470	0.06634065508842468
9511	0.06748862564563751
