step	iou-no-empty_epoch
40	0.0007771509699523449
81	0.0011649730149656534
122	0.001415592385455966
163	0.0017486074939370155
204	0.00183880515396595
245	0.0021124992053955793
286	0.002763344207778573
327	0.0033255894668400288
368	0.004624597728252411
409	0.006225233431905508
450	0.007815179415047169
491	0.01000827644020319
532	0.01145214308053255
573	0.013165086507797241
614	0.01454294566065073
655	0.016176952049136162
696	0.016499130055308342
737	0.020438121631741524
778	0.022489817813038826
819	0.024451090022921562
860	0.026666058227419853
901	0.028749028220772743
942	0.0314163863658905
983	0.03342407941818237
1024	0.039209552109241486
1065	0.042159851640462875
1106	0.048522207885980606
1147	0.04515622928738594
1188	0.05475234612822533
1229	0.06396565586328506
1270	0.06347592175006866
1311	0.06617241352796555
1352	0.074062779545784
1393	0.08672980964183807
1434	0.07729925960302353
1475	0.09711835533380508
1516	0.09801195561885834
1557	0.12367754429578781
1598	0.11115814000368118
1639	0.12467866390943527
1680	0.13486012816429138
1721	0.13029396533966064
1762	0.142114520072937
1803	0.16313940286636353
1844	0.16519209742546082
1885	0.17202456295490265
1926	0.17513848841190338
1967	0.19678308069705963
2008	0.1850925087928772
2049	0.1931060552597046
2090	0.2302710860967636
2131	0.21964818239212036
2172	0.25279054045677185
2213	0.25694140791893005
2254	0.27016353607177734
2295	0.2755065858364105
2336	0.29680135846138
2377	0.3223954141139984
2418	0.32142937183380127
2459	0.34932947158813477
2500	0.3183706998825073
2541	0.342247873544693
2582	0.3789001405239105
2623	0.3479526937007904
2664	0.32827821373939514
2705	0.3999638557434082
2746	0.3990185260772705
2787	0.3868263065814972
2828	0.4114823341369629
2869	0.3847215175628662
2910	0.45076584815979004
2951	0.4381864666938782
2992	0.48309749364852905
3033	0.45710232853889465
3074	0.4969748258590698
3115	0.4865342378616333
3156	0.49861159920692444
3197	0.4887984097003937
3238	0.4681183397769928
3279	0.4929855167865753
3320	0.43952587246894836
3361	0.5331366658210754
3402	0.5356288552284241
3443	0.48914650082588196
3484	0.5423654913902283
3525	0.49350082874298096
3566	0.5133532285690308
3607	0.5083520412445068
3648	0.5335178375244141
3689	0.5689283609390259
3730	0.5594910383224487
3771	0.5555864572525024
3812	0.4508310854434967
3853	0.548821210861206
3894	0.5888336896896362
3935	0.5767932534217834
3976	0.48432937264442444
4017	0.5042048692703247
4058	0.4371930658817291
4099	0.47054487466812134
4140	0.5065966844558716
4181	0.5353553295135498
4222	0.583949863910675
4263	0.5428319573402405
4304	0.5623811483383179
4345	0.5325966477394104
4386	0.5880478620529175
4427	0.48839035630226135
4468	0.54889315366745
4509	0.5780342221260071
4550	0.5960132479667664
4591	0.5898361802101135
4632	0.6159974932670593
4673	0.610942542552948
4714	0.5647053122520447
4755	0.6307101249694824
4796	0.5532045364379883
4837	0.5974847674369812
4878	0.6074837446212769
4919	0.6064172387123108
4960	0.45092302560806274
5001	0.5358526706695557
5042	0.5783649682998657
5083	0.5458632111549377
5124	0.5754257440567017
5165	0.6153239607810974
5206	0.6073328852653503
5247	0.5874214768409729
5288	0.5866894721984863
5329	0.6269081830978394
5370	0.6278182864189148
5411	0.6248343586921692
5452	0.6326828598976135
5493	0.6382059454917908
5534	0.607553243637085
5575	0.6389075517654419
5616	0.6480244398117065
5657	0.6472796201705933
5698	0.6144325137138367
5739	0.6122409701347351
5780	0.6633182168006897
5821	0.6396532654762268
5862	0.647927463054657
5903	0.6590301990509033
5944	0.6243562698364258
5985	0.6394150853157043
6026	0.6389583945274353
6067	0.6070632934570312
6108	0.6577845811843872
6149	0.6366429924964905
6190	0.6546207666397095
6231	0.6564369201660156
6272	0.6187987923622131
6313	0.603546679019928
6354	0.6274606585502625
6395	0.6887045502662659
6436	0.6741743087768555
6477	0.6522154211997986
6518	0.6395522952079773
6559	0.6824242472648621
6600	0.6965609192848206
6641	0.6754672527313232
6682	0.6790755391120911
6723	0.6628586053848267
6764	0.6800327301025391
6805	0.6635515689849854
6846	0.6819965839385986
6887	0.6577965021133423
6928	0.6856231093406677
6969	0.6789642572402954
7010	0.6829681992530823
7051	0.6663725972175598
7092	0.671929657459259
7133	0.6659793853759766
7174	0.6718044281005859
7215	0.6796298623085022
7256	0.6740042567253113
7297	0.6788614392280579
7338	0.6559097766876221
7379	0.6646350026130676
7420	0.686122477054596
7461	0.6849103569984436
7502	0.6624030470848083
7543	0.6945208311080933
7584	0.7002952098846436
7625	0.6890682578086853
7666	0.7046730518341064
7707	0.6988672614097595
7748	0.6792486906051636
7789	0.6806312799453735
7830	0.6699073910713196
7871	0.6864079833030701
7912	0.6998831033706665
7953	0.6941291689872742
7994	0.7072399258613586
8035	0.6941683888435364
8076	0.6239407062530518
8117	0.6922163367271423
8158	0.6987316012382507
8199	0.7119501233100891
8240	0.6681105494499207
8281	0.6866292953491211
8322	0.7027493119239807
8363	0.7147156596183777
8404	0.6944922804832458
8445	0.7081267237663269
8486	0.690673828125
8527	0.6945840716362
8568	0.7088069319725037
8609	0.6938419938087463
8650	0.7042363286018372
8691	0.7009919881820679
8732	0.6701329350471497
8773	0.7074630856513977
8814	0.6787076592445374
8855	0.7122882604598999
8896	0.6968054175376892
8937	0.7038267850875854
