step	iou-no-empty_step
1009	0.052474867552518845
1014	0.02032465673983097
1019	0.07092919945716858
1024	0.0
1029	0.06840723752975464
1034	0.08060718327760696
1039	0.02242772839963436
1044	0.06068861111998558
1049	0.018442541360855103
1054	0.014677833765745163
1059	0.049930375069379807
1064	0.1023845300078392
1069	0.03676101937890053
1074	0.015089400112628937
1079	0.008797718212008476
1084	0.06378329545259476
1089	0.07375034689903259
1094	0.03952687606215477
1099	0.026302894577383995
1104	0.23158840835094452
1109	0.018513645976781845
1114	0.035570841282606125
1119	0.08724533021450043
1124	0.03005078434944153
1129	0.035488855093717575
1134	0.015723319724202156
1139	0.1442895233631134
1144	0.00815354660153389
1149	0.14687275886535645
1154	0.14841359853744507
1159	0.0958167240023613
1164	0.039352960884571075
1169	0.04562078416347504
1174	0.0676271915435791
1179	0.08030755072832108
1184	0.06672191619873047
1189	0.07675977796316147
1194	0.016051659360527992
1199	0.07565809041261673
1204	0.13882549107074738
1209	0.030384786427021027
1214	0.019702043384313583
1219	0.013186177238821983
1224	0.06151207908987999
1229	0.10406769812107086
1234	0.03189188987016678
1239	0.08453396707773209
1244	0.04103201627731323
1249	0.08444400876760483
1254	0.03733571618795395
1259	0.05110478401184082
1264	0.019658923149108887
1269	0.09519772976636887
1274	0.028058242052793503
1279	0.034915994852781296
1284	0.10192364454269409
1289	0.10101347416639328
1294	0.08247610926628113
1299	0.09293381869792938
1304	0.021567925810813904
1309	0.07911966741085052
1314	0.04456155002117157
1319	0.06486918777227402
1324	0.0668710395693779
1329	0.11356139928102493
1334	0.2639417052268982
1339	0.12452396750450134
1344	0.11034136265516281
1349	0.06052122265100479
1354	0.05959828943014145
1359	0.08023146539926529
1364	0.020005950704216957
1369	0.0918789878487587
1374	0.17742100358009338
1379	0.10178162157535553
1384	0.08131151646375656
1389	0.09893069416284561
1394	0.03633803874254227
1399	0.0052552553825080395
1404	0.2560752332210541
1409	0.09018217772245407
1414	0.04645238444209099
1419	0.1565004289150238
1424	0.23511946201324463
1429	0.08648955076932907
1434	0.0194256454706192
1439	0.02467931993305683
1444	0.04004601389169693
1449	0.019975636154413223
1454	0.04443546384572983
1459	0.24786686897277832
1464	0.2233632653951645
1469	0.0474214069545269
1474	0.3028371036052704
1479	0.20945040881633759
1484	0.1123623177409172
1489	0.16264529526233673
1494	0.02757595293223858
1499	0.038631636649370193
1504	0.04617507755756378
1509	0.06548068672418594
1514	0.17895135283470154
1519	0.09256400167942047
1524	0.10413151234388351
1529	0.11264809221029282
1534	0.03571579232811928
1539	0.06016909331083298
1544	0.1560942828655243
1549	0.14023059606552124
1554	0.0708388164639473
1559	0.10611435025930405
1564	0.09389664977788925
1569	0.03422585502266884
1574	0.15773914754390717
1579	0.06675843894481659
1584	0.13157887756824493
1589	0.062182389199733734
1594	0.25464946031570435
1599	0.058155860751867294
1604	0.21875490248203278
1609	0.07519953697919846
1614	0.04785120114684105
1619	0.008973821066319942
1624	0.10520938783884048
1629	0.10001005232334137
1634	0.03481611981987953
1639	0.0
1644	0.023635994642972946
1649	0.18435455858707428
1654	0.1627105474472046
1659	0.0655050054192543
1664	0.13423015177249908
1669	0.0476619191467762
1674	0.095929816365242
1679	0.13700039684772491
1684	0.1132584810256958
1689	0.30194154381752014
1694	0.03744816780090332
1699	0.0232652947306633
1704	0.27954789996147156
1709	0.023999568074941635
1714	0.11880891025066376
1719	0.17962788045406342
1724	0.0314769446849823
1729	0.30683818459510803
1734	0.18851561844348907
1739	0.16049745678901672
1744	0.3103712499141693
1749	0.23388338088989258
1754	0.32415708899497986
1759	0.07943332940340042
1764	0.25690019130706787
1769	0.07611711323261261
1774	0.1393079161643982
1779	0.16180406510829926
1784	0.17147164046764374
1789	0.19971102476119995
1794	0.05129898339509964
1799	0.15261965990066528
1804	0.32260939478874207
1809	0.15538828074932098
1814	0.41202136874198914
1819	0.15860387682914734
1824	0.41403836011886597
1829	0.12400183826684952
1834	0.056822389364242554
1839	0.26474177837371826
1844	0.05314009636640549
1849	0.028981531038880348
1854	0.054079942405223846
1859	0.05857396125793457
1864	0.30803823471069336
1869	0.28376641869544983
1874	0.09212473034858704
1879	0.4867894649505615
1884	0.022442786023020744
1889	0.21901540458202362
1894	0.17943836748600006
1899	0.13339261710643768
1904	0.07014921307563782
1909	0.2545304000377655
1914	0.2646925747394562
1919	0.06237095966935158
1924	0.3644373118877411
1929	0.10085976123809814
1934	0.23980088531970978
1939	0.21823008358478546
1944	0.21039332449436188
1949	0.10698101669549942
1954	0.2202468365430832
1959	0.15921856462955475
1964	0.06905237585306168
1969	0.04956356808543205
1974	0.4461337924003601
1979	0.13508300483226776
1984	0.14024770259857178
1989	0.12558943033218384
1994	0.19143906235694885
1999	0.3186149001121521
2004	0.1154605969786644
2009	0.2884196639060974
2014	0.29356473684310913
2019	0.3715932071208954
2024	0.19975852966308594
2029	0.16079694032669067
2034	0.31330251693725586
2039	0.16042271256446838
2044	0.15818916261196136
2049	0.057985756546258926
2054	0.23603582382202148
2059	0.2504512369632721
2064	0.08904808759689331
2069	0.3176018297672272
2074	0.3629729747772217
2079	0.2485576719045639
2084	0.10347949713468552
2089	0.269367516040802
2094	0.35929587483406067
2099	0.1936776340007782
2104	0.111329086124897
2109	0.17461243271827698
2114	0.33287617564201355
2119	0.2565156817436218
2124	0.15566688776016235
2129	0.45052891969680786
2134	0.09520505368709564
2139	0.18426577746868134
2144	0.3053792715072632
2149	0.37241944670677185
2154	0.6072179675102234
2159	0.1307293176651001
2164	0.3346331715583801
2169	0.251056969165802
2174	0.18374796211719513
2179	0.3709907829761505
2184	0.26802846789360046
2189	0.4174683690071106
2194	0.10642991214990616
2199	0.42314234375953674
2204	0.5113685727119446
2209	0.34248867630958557
2214	0.08985578268766403
2219	0.3442075550556183
2224	0.5604904294013977
2229	0.06751728057861328
2234	0.11985132098197937
2239	0.40840011835098267
2244	0.33225375413894653
2249	0.39872556924819946
2254	0.1589019000530243
2259	0.15742193162441254
2264	0.3038448393344879
2269	0.3911353647708893
2274	0.34842193126678467
2279	0.22154854238033295
2284	0.7493951320648193
2289	0.1121794804930687
2294	0.19233936071395874
2299	0.26057085394859314
2304	0.5922272801399231
2309	0.2559817135334015
2314	0.31585776805877686
2319	0.11818475276231766
2324	0.30864834785461426
2329	0.23579584062099457
2334	0.25661927461624146
2339	0.31845372915267944
2344	0.27364692091941833
2349	0.3817771375179291
2354	0.5300304889678955
2359	0.13971664011478424
2364	0.4120672345161438
2369	0.3729828894138336
2374	0.32257843017578125
2379	0.6312957406044006
2384	0.40213125944137573
2389	0.23178939521312714
2394	0.7118963599205017
2399	0.5224680304527283
2404	0.5737475156784058
2409	0.286845862865448
2414	0.22626590728759766
2419	0.19105252623558044
2424	0.5155377388000488
2429	0.3040904700756073
2434	0.22185079753398895
2439	0.4542701542377472
2444	0.5403357148170471
2449	0.6033675074577332
2454	0.4550623893737793
2459	0.0
2464	0.3965441882610321
2469	0.2538125216960907
2474	0.04174228757619858
2479	0.3207681179046631
2484	0.32567864656448364
2489	0.26767697930336
2494	0.45248350501060486
2499	0.2744978964328766
2504	0.15379318594932556
2509	0.6272282004356384
2514	0.25493720173835754
2519	0.4797869324684143
2524	0.1368502825498581
2529	0.18855616450309753
2534	0.2020282745361328
2539	0.5671312808990479
2544	0.011428571306169033
2549	0.5117625594139099
2554	0.46788084506988525
2559	0.20482482016086578
2564	0.36766111850738525
2569	0.39950746297836304
2574	0.35639891028404236
2579	0.4305891692638397
2584	0.3033750653266907
2589	0.15339155495166779
2594	0.5872032046318054
2599	0.34975937008857727
2604	0.4661167562007904
2609	0.21868211030960083
2614	0.28468725085258484
2619	0.47429603338241577
2624	0.15499569475650787
2629	0.25424787402153015
2634	0.15582169592380524
2639	0.6447408199310303
2644	0.5894796252250671
2649	0.35646432638168335
2654	0.714584231376648
2659	0.21525242924690247
2664	0.339435338973999
2669	0.6168718934059143
2674	0.4239817261695862
2679	0.23105274140834808
2684	0.3874402344226837
2689	0.44844427704811096
2694	0.49757784605026245
2699	0.35295361280441284
2704	0.4522746205329895
2709	0.24848632514476776
2714	0.45179858803749084
2719	0.13701210916042328
2724	0.15407274663448334
2729	0.3026423454284668
2734	0.5746607780456543
2739	0.32057487964630127
2744	0.4839257597923279
2749	0.3259141445159912
2754	0.24317128956317902
2759	0.5559564232826233
2764	0.26331058144569397
2769	0.6510979533195496
2774	0.34481367468833923
2779	0.15682683885097504
2784	0.2128065824508667
2789	0.7194468975067139
2794	0.2612910270690918
2799	0.4520764648914337
2804	0.06444145739078522
2809	0.1795634925365448
2814	0.23947077989578247
2819	0.4675922989845276
2824	0.44066882133483887
2829	0.4158729016780853
2834	0.29620522260665894
2839	0.39815542101860046
2844	0.40402841567993164
2849	0.6050834059715271
2854	0.27399981021881104
2859	0.5077270269393921
2864	0.6363069415092468
2869	0.05675738677382469
2874	0.5733302235603333
2879	0.330232709646225
2884	0.18926572799682617
2889	0.3613985776901245
2894	0.4490034878253937
2899	0.4938758909702301
2904	0.6355797648429871
2909	0.28388264775276184
2914	0.3635028004646301
2919	0.5342316627502441
2924	0.5760597586631775
2929	0.32124829292297363
2934	0.39861738681793213
2939	0.6389983296394348
2944	0.3726717233657837
2949	0.444834440946579
2954	0.7059641480445862
2959	0.32048049569129944
2964	0.25712937116622925
2969	0.5099164843559265
2974	0.6219680905342102
2979	0.4654995799064636
2984	0.6236028075218201
2989	0.3499583303928375
2994	0.3772086203098297
2999	0.7386837005615234
3004	0.6370633840560913
3009	0.6338202953338623
3014	0.6361551880836487
3019	0.1844775676727295
3024	0.4678407907485962
3029	0.7043125033378601
3034	0.5619796514511108
3039	0.6834495663642883
3044	0.6066921949386597
3049	0.6193535923957825
3054	0.6022105813026428
3059	0.6315405964851379
3064	0.6079506278038025
3069	0.5653820633888245
3074	0.3726519048213959
3079	0.6823999285697937
3084	0.5473529100418091
3089	0.5750908851623535
3094	0.5203617811203003
3099	0.5411377549171448
3104	0.27117860317230225
3109	0.6574384570121765
3114	0.4724748134613037
3119	0.17058824002742767
3124	0.5471129417419434
3129	0.5060141086578369
3134	0.5766569972038269
3139	0.460174560546875
3144	0.5251039266586304
3149	0.4925445020198822
3154	0.6983582377433777
3159	0.6774199604988098
3164	0.44080376625061035
3169	0.5197634100914001
3174	0.5570681691169739
3179	0.3596722483634949
3184	0.32212573289871216
3189	0.5261873602867126
3194	0.6848269701004028
3199	0.19746917486190796
3204	0.3499871790409088
3209	0.5252135396003723
3214	0.44841131567955017
3219	0.47289323806762695
3224	0.24629372358322144
3229	0.5910181999206543
3234	0.645637571811676
3239	0.6644164323806763
3244	0.4236900508403778
3249	0.5459439754486084
3254	0.18617424368858337
3259	0.561933159828186
3264	0.476056307554245
3269	0.3408825993537903
3274	0.6308491230010986
3279	0.18390804529190063
3284	0.4988792836666107
3289	0.7128560543060303
3294	0.6286784410476685
3299	0.5883463025093079
3304	0.1097230389714241
3309	0.2915649116039276
3314	0.4247184693813324
3319	0.4742374122142792
3324	0.684170126914978
3329	0.5953738689422607
3334	0.6622334718704224
3339	0.5666165351867676
3344	0.666767418384552
3349	0.38422298431396484
3354	0.6993656158447266
3359	0.5716007947921753
3364	0.17942893505096436
3369	0.774251401424408
3374	0.6083717942237854
3379	0.5262041091918945
3384	0.38446107506752014
3389	0.49847063422203064
3394	0.5611101984977722
3399	0.5026237964630127
3404	0.714581310749054
3409	0.5792244672775269
3414	0.31661322712898254
3419	0.48229309916496277
3424	0.623072624206543
3429	0.5260909199714661
3434	0.4405827224254608
3439	0.47814518213272095
3444	0.5408864617347717
3449	0.5812256932258606
3454	0.4419419765472412
3459	0.6091921925544739
3464	0.5224400758743286
3469	0.5938541293144226
3474	0.5086162090301514
3479	0.44543910026550293
3484	0.18403157591819763
3489	0.5631886124610901
3494	0.42284610867500305
3499	0.42165738344192505
3504	0.3498055934906006
3509	0.712844967842102
3514	0.5261732339859009
3519	0.7180076837539673
3524	0.39807987213134766
3529	0.5171598792076111
3534	0.7085376977920532
3539	0.5644184947013855
3544	0.3381393849849701
3549	0.4734733998775482
3554	0.6537264585494995
3559	0.2827889621257782
3564	0.5914090871810913
3569	0.5657362341880798
3574	0.25535523891448975
3579	0.5019778609275818
3584	0.4023573696613312
3589	0.5886250734329224
3594	0.7060339450836182
3599	0.34840336441993713
3604	0.39067625999450684
3609	0.27962052822113037
3614	0.6480900049209595
3619	0.4214833974838257
3624	0.6913950443267822
3629	0.7056648135185242
3634	0.4819747805595398
3639	0.40196436643600464
3644	0.5862235426902771
3649	0.4667204022407532
3654	0.6774926781654358
3659	0.6286846399307251
3664	0.5957214832305908
3669	0.6458606719970703
3674	0.6805746555328369
3679	0.4570062756538391
3684	0.7505833506584167
3689	0.0
3694	0.8020089268684387
3699	0.6588867902755737
3704	0.40508198738098145
3709	0.38828352093696594
3714	0.5884922742843628
3719	0.4337981641292572
3724	0.6229263544082642
3729	0.5787718296051025
3734	0.6270107626914978
3739	0.28366807103157043
3744	0.47820934653282166
3749	0.6392045021057129
3754	0.6413974165916443
3759	0.505416989326477
3764	0.6139668226242065
3769	0.2874959409236908
3774	0.2127089649438858
3779	0.560918927192688
3784	0.45944806933403015
3789	0.773668646812439
3794	0.5091528296470642
3799	0.4282660484313965
3804	0.7275293469429016
3809	0.6531594395637512
3814	0.43713560700416565
3819	0.4997914135456085
3824	0.6929736733436584
3829	0.4651290476322174
3834	0.3986928462982178
3839	0.5134234428405762
3844	0.6127612590789795
3849	0.6374297738075256
3854	0.6718963980674744
3859	0.7144659757614136
3864	0.4463399052619934
3869	0.5062553286552429
3874	0.6592119932174683
3879	0.5862411856651306
3884	0.5802056193351746
3889	0.5726473331451416
3894	0.2536352276802063
3899	0.5581342577934265
3904	0.3863369822502136
3909	0.7644156217575073
3914	0.6336852312088013
3919	0.5303927659988403
3924	0.7790921330451965
3929	0.6699023246765137
3934	0.5782012939453125
3939	0.7463355660438538
3944	0.2916361093521118
3949	0.5690287947654724
3954	0.5208618640899658
3959	0.6433849930763245
3964	0.5952960848808289
3969	0.6042615175247192
3974	0.5285353660583496
3979	0.47927790880203247
3984	0.22340837121009827
3989	0.7692286372184753
3994	0.6467141509056091
3999	0.5551406741142273
4004	0.5623624324798584
4009	0.6279040575027466
4014	0.5559934377670288
4019	0.6006724834442139
4024	0.40723133087158203
4029	0.7681570649147034
4034	0.45368894934654236
4039	0.612385630607605
4044	0.35793983936309814
4049	0.33595824241638184
4054	0.11031961441040039
4059	0.6391984224319458
4064	0.5761576294898987
4069	0.47432923316955566
4074	0.4468107223510742
4079	0.5390525460243225
4084	0.3115333020687103
4089	0.3366186022758484
4094	0.13060590624809265
4099	0.4044075012207031
4104	0.6646811366081238
4109	0.660222589969635
4114	0.3170556426048279
4119	0.20795884728431702
4124	0.40159469842910767
4129	0.4015022814273834
4134	0.5381197333335876
4139	0.610253632068634
4144	0.17639191448688507
4149	0.6561536192893982
4154	0.4742840528488159
4159	0.7587650418281555
4164	0.6318010687828064
4169	0.6568663716316223
4174	0.6748005151748657
4179	0.4927132725715637
4184	0.581605851650238
4189	0.46671706438064575
4194	0.4579358696937561
4199	0.6283917427062988
4204	0.3369565010070801
4209	0.7258617877960205
4214	0.7645701169967651
4219	0.6728350520133972
4224	0.5810447335243225
4229	0.3440668284893036
4234	0.5589323043823242
4239	0.38226568698883057
4244	0.8138086795806885
4249	0.48087990283966064
4254	0.7122856974601746
4259	0.7220988869667053
4264	0.6675235033035278
4269	0.4724568724632263
4274	0.7451221942901611
4279	0.6463142037391663
4284	0.6059235334396362
4289	0.5012059807777405
4294	0.4875984787940979
4299	0.45167112350463867
4304	0.3602362275123596
4309	0.20346234738826752
4314	0.5701195001602173
4319	0.6579146385192871
4324	0.7037601470947266
4329	0.5965524315834045
4334	0.3415208160877228
4339	0.409435898065567
4344	0.5327095985412598
4349	0.3413768708705902
4354	0.5734625458717346
4359	0.6856139898300171
4364	0.36098217964172363
4369	0.44462570548057556
4374	0.5117475390434265
4379	0.7336043119430542
4384	0.5018039345741272
4389	0.2900000214576721
4394	0.513662576675415
4399	0.7159968018531799
4404	0.14961984753608704
4409	0.29620274901390076
4414	0.7046194076538086
4419	0.6831269860267639
4424	0.5453870892524719
4429	0.4418596029281616
4434	0.6923472285270691
4439	0.5288633108139038
4444	0.7645502686500549
4449	0.2913508415222168
4454	0.5806757211685181
4459	0.6885604858398438
4464	0.6464707851409912
4469	0.6974015235900879
4474	0.7707434296607971
4479	0.6725569367408752
4484	0.5169313549995422
4489	0.4046212136745453
4494	0.7168458700180054
4499	0.6108309030532837
4504	0.6818939447402954
4509	0.36662742495536804
4514	0.23074252903461456
4519	0.6451427340507507
4524	0.7425485253334045
4529	0.38834020495414734
4534	0.6647554039955139
4539	0.6076668500900269
4544	0.3961363732814789
4549	0.5364494919776917
4554	0.7470157146453857
4559	0.7123209834098816
4564	0.47254350781440735
4569	0.23992466926574707
4574	0.7550362348556519
4579	0.4776516556739807
4584	0.6703572273254395
4589	0.5595505237579346
4594	0.765703022480011
4599	0.7215483784675598
4604	0.7061818838119507
4609	0.4807240962982178
4614	0.6970296502113342
4619	0.5318698883056641
4624	0.7969170808792114
4629	0.5365005731582642
4634	0.73626708984375
4639	0.6388853788375854
4644	0.2898849546909332
4649	0.646457850933075
4654	0.7285353541374207
4659	0.7792757749557495
4664	0.33485063910484314
4669	0.2926296591758728
4674	0.4527503550052643
4679	0.7310742139816284
4684	0.7411094903945923
4689	0.48273324966430664
4694	0.6666992902755737
4699	0.673248827457428
4704	0.6561249494552612
4709	0.5552892088890076
4714	0.8333333134651184
4719	0.5497817993164062
4724	0.5852627158164978
4729	0.7441121339797974
4734	0.5339577198028564
4739	0.6777886152267456
4744	0.7599298357963562
4749	0.5716065764427185
4754	0.7456343770027161
4759	0.494660347700119
4764	0.6062284111976624
4769	0.6859858632087708
4774	0.5984461903572083
4779	0.7122405171394348
4784	0.6140533089637756
4789	0.39925119280815125
4794	0.6517865657806396
4799	0.552503228187561
4804	0.5675690770149231
4809	0.6672698259353638
4814	0.46743884682655334
4819	0.514119029045105
4824	0.5229532718658447
4829	0.5959947109222412
4834	0.5495489835739136
4839	0.4641735851764679
4844	0.5722625255584717
4849	0.46059852838516235
4854	0.5155214667320251
4859	0.5890483856201172
4864	0.6999754309654236
4869	0.4362373948097229
4874	0.763351321220398
4879	0.5773100256919861
4884	0.7492805123329163
4889	0.5840139389038086
4894	0.756762683391571
4899	0.5991785526275635
4904	0.518966555595398
4909	0.7274429202079773
4914	0.7240738868713379
4919	0.4621327519416809
4924	0.6971260905265808
4929	0.5777936577796936
4934	0.4917030930519104
4939	0.38495197892189026
4944	0.2265648990869522
4949	0.33706843852996826
4954	0.5237635970115662
4959	0.5390799641609192
4964	0.36204081773757935
4969	0.348371297121048
4974	0.6112073659896851
4979	0.5239798426628113
4984	0.5467287302017212
4989	0.5457497835159302
4994	0.5952172875404358
4999	0.5876690745353699
5004	0.791000485420227
5009	0.67950838804245
5014	0.6633388996124268
5019	0.6080472469329834
5024	0.6086533665657043
5029	0.41364285349845886
5034	0.5275421738624573
5039	0.550758957862854
5044	0.7814624309539795
5049	0.497418075799942
5054	0.769209623336792
5059	0.5271674990653992
5064	0.5306773781776428
5069	0.5481895208358765
5074	0.6102718114852905
5079	0.7218993306159973
5084	0.7209923267364502
5089	0.31587129831314087
5094	0.6030689477920532
5099	0.7862990498542786
5104	0.7651728391647339
5109	0.5086302161216736
5114	0.396893709897995
5119	0.7211095094680786
5124	0.0
5129	0.6599094867706299
5134	0.580693244934082
5139	0.7342734336853027
5144	0.4571509063243866
5149	0.4895218014717102
5154	0.44666600227355957
5159	0.7853514552116394
5164	0.5905048847198486
5169	0.7425780296325684
5174	0.43525224924087524
5179	0.5984354019165039
5184	0.5985482335090637
5189	0.4184572398662567
5194	0.5045446753501892
5199	0.5884050130844116
5204	0.516865074634552
5209	0.12519410252571106
5214	0.7208143472671509
5219	0.6680569648742676
5224	0.6392614245414734
5229	0.06722689419984818
5234	0.7284376621246338
5239	0.49583765864372253
5244	0.7051838636398315
5249	0.47602346539497375
5254	0.6088712811470032
5259	0.42632725834846497
5264	0.735183596611023
5269	0.6253147721290588
5274	0.7355702519416809
5279	0.7558088302612305
5284	0.6882556080818176
5289	0.7705739736557007
5294	0.7552828192710876
5299	0.4580707252025604
5304	0.5353233814239502
5309	0.7212168574333191
5314	0.8312662243843079
5319	0.6352958679199219
5324	0.7402325868606567
5329	0.1405409425497055
5334	0.49982497096061707
5339	0.3991689682006836
5344	0.6630985140800476
5349	0.8588188290596008
5354	0.40388789772987366
5359	0.7516712546348572
5364	0.6699053645133972
5369	0.5963383913040161
5374	0.6621600389480591
5379	0.5359034538269043
5384	0.6299008727073669
5389	0.647484540939331
5394	0.5983279347419739
5399	0.604981541633606
5404	0.7160055041313171
5409	0.7185845971107483
5414	0.5439009070396423
5419	0.6313178539276123
5424	0.5613969564437866
5429	0.5999823808670044
5434	0.8056585192680359
5439	0.7094448804855347
5444	0.7674865126609802
5449	0.4005522131919861
5454	0.5511971116065979
5459	0.54686039686203
5464	0.7157456278800964
5469	0.7374879717826843
5474	0.5604246258735657
5479	0.5410721302032471
5484	0.6459705233573914
5489	0.5637079477310181
5494	0.5268141031265259
5499	0.21582181751728058
5504	0.5861181616783142
5509	0.5655990242958069
5514	0.671611487865448
5519	0.7402707934379578
5524	0.7655099034309387
5529	0.3233874440193176
5534	0.6195341944694519
5539	0.5880471467971802
5544	0.77289217710495
5549	0.694977879524231
5554	0.7607777714729309
5559	0.7345268726348877
5564	0.8072617650032043
5569	0.6903626918792725
5574	0.7365202903747559
5579	0.6399583220481873
5584	0.5481486320495605
5589	0.6057796478271484
5594	0.7214177250862122
5599	0.6251333951950073
5604	0.3721979558467865
5609	0.6400591135025024
5614	0.7388196587562561
5619	0.6538105010986328
5624	0.821999192237854
5629	0.5728805065155029
5634	0.6602999567985535
5639	0.6887497901916504
5644	0.3704319894313812
5649	0.6680073142051697
5654	0.717915415763855
5659	0.4848364591598511
5664	0.5481484532356262
5669	0.5809433460235596
5674	0.5284693837165833
5679	0.48401889204978943
5684	0.7384964823722839
5689	0.6228727102279663
5694	0.7513870596885681
5699	0.7407141327857971
5704	0.6972752213478088
5709	0.41437989473342896
5714	0.5860336422920227
5719	0.7690906524658203
5724	0.46745747327804565
5729	0.3756127655506134
5734	0.7795795798301697
5739	nan
5744	0.280333936214447
5749	0.7014999389648438
5754	0.8071311712265015
5759	0.6479496359825134
5764	0.670731782913208
5769	0.563073992729187
5774	0.6665225028991699
5779	0.7709515690803528
5784	0.7197325229644775
5789	0.7648457884788513
5794	0.6874552369117737
5799	0.4659060835838318
5804	0.7398219108581543
5809	0.7206567525863647
5814	0.7109788060188293
5819	0.5761308073997498
5824	0.7823863625526428
5829	0.7352408170700073
5834	0.6632758378982544
5839	0.8030794262886047
5844	0.6650222539901733
5849	0.5615894198417664
5854	0.6131729483604431
5859	0.6615199446678162
5864	0.7639463543891907
5869	0.8517200350761414
5874	0.7370362877845764
5879	0.7288839221000671
5884	0.6701785326004028
5889	0.6073644757270813
5894	0.4739004671573639
5899	0.7000524997711182
5904	0.7291710376739502
5909	0.5818942785263062
5914	0.4932505786418915
