step	iou_epoch
40	0.0007771509699523449
81	0.0011649730149656534
122	0.001415592385455966
163	0.002136730123311281
204	0.018914656713604927
245	0.0556538924574852
286	0.12218360602855682
327	0.15677933394908905
368	0.19812682271003723
409	0.211007758975029
450	0.2307867407798767
491	0.22979256510734558
532	0.24359947443008423
573	0.27790698409080505
614	0.3164636790752411
655	0.3026790916919708
696	0.30481937527656555
737	0.3624468743801117
778	0.34363916516304016
819	0.35899001359939575
860	0.3763396739959717
901	0.3882478177547455
942	0.3918108344078064
983	0.429900586605072
1024	0.4620768427848816
1065	0.4749009907245636
1106	0.5057642459869385
1147	0.47617247700691223
1188	0.5270087122917175
1229	0.5680120587348938
1270	0.554313600063324
1311	0.5733875036239624
1352	0.5993125438690186
1393	0.6324904561042786
1434	0.6025068759918213
1475	0.6580844521522522
1516	0.6475512981414795
1557	0.7124354243278503
1598	0.6817172169685364
1639	0.7097009420394897
1680	0.7201414108276367
1721	0.7115633487701416
1762	0.7318273782730103
1803	0.763453483581543
1844	0.7637090682983398
1885	0.7772321105003357
1926	0.7854462265968323
1967	0.7982589602470398
2008	0.7893027067184448
2049	0.7907471656799316
2090	0.8294146060943604
2131	0.8222060799598694
2172	0.8422492742538452
2213	0.8457258343696594
2254	0.8555650115013123
2295	0.852397084236145
2336	0.8684920072555542
2377	0.8817090392112732
2418	0.8820680379867554
2459	0.8942534327507019
2500	0.8794163465499878
2541	0.8915680646896362
2582	0.9087185263633728
2623	0.8897198438644409
2664	0.8832582831382751
2705	0.9125141501426697
2746	0.9102733731269836
2787	0.9072610139846802
2828	0.915108859539032
2869	0.9078996777534485
2910	0.9261138439178467
2951	0.922892689704895
2992	0.9346838593482971
3033	0.9294992685317993
3074	0.9383930563926697
3115	0.9367151856422424
3156	0.9387884736061096
3197	0.936596691608429
3238	0.9311366677284241
3279	0.9367217421531677
3320	0.9222047328948975
3361	0.9459077715873718
3402	0.9472798705101013
3443	0.9348522424697876
3484	0.947510838508606
3525	0.9363922476768494
3566	0.9403989315032959
3607	0.9401687383651733
3648	0.945044994354248
3689	0.9534067511558533
3730	0.9511878490447998
3771	0.9497184157371521
3812	0.9271903038024902
3853	0.9487775564193726
3894	0.9553982019424438
3935	0.953927755355835
3976	0.9326340556144714
4017	0.9383147358894348
4058	0.9203492403030396
4099	0.9289805889129639
4140	0.9386122822761536
4181	0.9447196125984192
4222	0.9542215466499329
4263	0.946142315864563
4304	0.9496363401412964
4345	0.9438461661338806
4386	0.9556334018707275
4427	0.9353526830673218
4468	0.9466809034347534
4509	0.9535706639289856
4550	0.9558630585670471
4591	0.9550286531448364
4632	0.9590914249420166
4673	0.9579479098320007
4714	0.950580894947052
4755	0.9612331986427307
4796	0.9477116465568542
4837	0.9560238122940063
4878	0.9575740098953247
4919	0.9565407037734985
4960	0.9197304844856262
5001	0.9426131844520569
5042	0.9513120055198669
5083	0.945616602897644
5124	0.9514678716659546
5165	0.9584214687347412
5206	0.9561837911605835
5247	0.9526785612106323
5288	0.9530766606330872
5329	0.9598186612129211
5370	0.960206151008606
5411	0.9588660001754761
5452	0.960297703742981
5493	0.9620200991630554
5534	0.956818699836731
5575	0.9616726040840149
5616	0.962913990020752
5657	0.9628353714942932
5698	0.9571257829666138
5739	0.9568820595741272
5780	0.9653107523918152
5821	0.9616116285324097
5862	0.9623560905456543
5903	0.9643386602401733
5944	0.9592517018318176
5985	0.9607449769973755
6026	0.961818277835846
6067	0.9561535716056824
6108	0.9644744992256165
6149	0.9610084295272827
6190	0.964146077632904
6231	0.9639339447021484
6272	0.9577596187591553
6313	0.9556070566177368
6354	0.9591538906097412
6395	0.9684105515480042
6436	0.9666826725006104
6477	0.9632202982902527
6518	0.9614605903625488
6559	0.9677732586860657
6600	0.9693257808685303
6641	0.9661839604377747
6682	0.9671838879585266
6723	0.9650013446807861
6764	0.9669085741043091
6805	0.9645498991012573
6846	0.9673588275909424
6887	0.9638106226921082
6928	0.9678533673286438
6969	0.9671725034713745
7010	0.9673353433609009
7051	0.9654958844184875
7092	0.9658153653144836
7133	0.9655849933624268
7174	0.9659299254417419
7215	0.9676143527030945
7256	0.9660316109657288
7297	0.9671619534492493
7338	0.9641461372375488
7379	0.9651856422424316
7420	0.9676603078842163
7461	0.967290461063385
7502	0.964560329914093
7543	0.9688819646835327
7584	0.969470202922821
7625	0.9677221775054932
7666	0.9696865081787109
7707	0.9696759581565857
7748	0.9668274521827698
7789	0.9670945405960083
7830	0.9653480052947998
7871	0.9676898121833801
7912	0.9701283574104309
7953	0.9687232375144958
7994	0.9705190658569336
8035	0.9690839648246765
8076	0.9578906893730164
8117	0.9681686162948608
8158	0.9693108797073364
8199	0.9709935188293457
8240	0.9646432995796204
8281	0.9669815897941589
8322	0.9702979922294617
8363	0.971049964427948
8404	0.968285083770752
8445	0.9702680110931396
8486	0.9680089354515076
8527	0.9680572748184204
8568	0.9705635905265808
8609	0.9686937928199768
8650	0.9699867367744446
8691	0.969308614730835
8732	0.9646020531654358
8773	0.9703141450881958
8814	0.9661468267440796
8855	0.9712511897087097
8896	0.9689968228340149
8937	0.9700602889060974
8978	0.9708917140960693
