step	iou_step
4	0.00027399437385611236
9	9.848940680967644e-05
14	0.0012299770023673773
19	0.000152573426021263
24	0.0004523388051893562
29	0.0010162311373278499
34	0.00046569074038416147
39	8.389550202991813e-05
44	0.0009988767560571432
49	0.0017585307359695435
54	0.0004159813397563994
59	0.001064090058207512
64	0.0008836110355332494
69	0.000934967421926558
74	0.0005725619848817587
79	0.0012338723754510283
84	0.00037264282582327724
89	0.00018078132416121662
94	0.00154235924128443
99	0.0006815389497205615
104	0.00398198701441288
109	0.005286314524710178
114	0.0016738343983888626
119	0.0013474265579134226
124	0.0036635324358940125
129	0.0018935990519821644
134	0.002847483614459634
139	0.001522175269201398
144	0.00339641235768795
149	0.0027641209308058023
154	0.003446240210905671
159	0.002365788910537958
164	0.0026624007150530815
169	0.0015721606323495507
174	0.002530431840568781
179	0.03354186937212944
184	0.01853441260755062
189	0.0012546342331916094
194	0.00029319291934370995
199	0.016744345426559448
204	0.0003247537824790925
209	0.01896592229604721
214	0.03210762143135071
219	0.04848649725317955
224	0.03245455026626587
229	0.09508505463600159
234	0.0655849352478981
239	0.06474386155605316
244	0.1321049928665161
249	0.04724986106157303
254	0.1760745644569397
259	0.12972316145896912
264	0.17569907009601593
269	0.0948229432106018
274	0.0629798024892807
279	0.14219042658805847
284	0.14283086359500885
289	0.03229886665940285
294	0.2865754961967468
299	0.2089487463235855
304	0.157601997256279
309	0.0944787934422493
314	0.11492200195789337
319	0.15801362693309784
324	0.16391360759735107
329	0.1890685260295868
334	0.22525011003017426
339	0.14310182631015778
344	0.17412255704402924
349	0.20811834931373596
354	0.15962892770767212
359	0.14358311891555786
364	0.15954062342643738
369	0.10957065969705582
374	0.15909446775913239
379	0.22071629762649536
384	0.16368553042411804
389	0.14591220021247864
394	0.19620433449745178
399	0.17408685386180878
404	0.19217170774936676
409	0.0015571913681924343
414	0.22050146758556366
419	0.2927337884902954
424	0.09932414442300797
429	0.2402319610118866
434	0.17501717805862427
439	0.33835142850875854
444	0.14397355914115906
449	0.35566043853759766
454	0.33582788705825806
459	0.08016035705804825
464	0.09494628012180328
469	0.12879297137260437
474	0.24022352695465088
479	0.17870549857616425
484	0.25434261560440063
489	0.35203561186790466
494	0.4369145631790161
499	0.17511394619941711
504	0.17721518874168396
509	0.19537353515625
514	0.2359980046749115
519	0.2882717549800873
524	0.370614618062973
529	0.27268797159194946
534	0.2863617241382599
539	0.5279893279075623
544	0.23905020952224731
549	0.30408158898353577
554	0.2391589879989624
559	0.16200266778469086
564	0.36854901909828186
569	0.2044546902179718
574	0.2691773474216461
579	0.3865894675254822
584	0.2380470633506775
589	0.20825175940990448
594	0.2540651857852936
599	0.33045411109924316
604	0.2708693742752075
609	0.06802711635828018
614	0.008547008968889713
619	0.35509538650512695
624	0.38807255029678345
629	0.15753324329853058
634	0.22650881111621857
639	0.15139605104923248
644	0.3244202733039856
649	0.5571130514144897
654	0.3499416708946228
659	0.30516117811203003
664	0.22983933985233307
669	0.3730835020542145
674	0.35049936175346375
679	0.5008887648582458
684	0.21783390641212463
689	0.3440418839454651
694	0.39240357279777527
699	0.5808948278427124
704	0.42580655217170715
709	0.34112945199012756
714	0.25672343373298645
719	0.28526633977890015
724	0.4245929419994354
729	0.6185480356216431
734	0.41383451223373413
739	0.24227216839790344
744	0.20046493411064148
749	0.4385276436805725
754	0.4469330310821533
759	0.43793201446533203
764	0.364382266998291
769	0.2989352345466614
774	0.5397104024887085
779	0.30358242988586426
784	0.22353066504001617
789	0.2888830304145813
794	0.39439818263053894
799	0.3886435031890869
804	0.23603455722332
809	0.40357762575149536
814	0.3723676800727844
819	0.029322639107704163
824	0.4295532703399658
829	0.5120845437049866
834	0.381425142288208
839	0.2117668092250824
844	0.44660520553588867
849	0.4579946994781494
854	0.34025031328201294
859	0.5002503395080566
864	0.3635055422782898
869	0.4515664577484131
874	0.4034487307071686
879	0.49680083990097046
884	0.30099499225616455
889	0.2680220305919647
894	0.2766018211841583
899	0.49674832820892334
904	0.34493181109428406
909	0.35234785079956055
914	0.3239491581916809
919	0.6829328536987305
924	0.49998939037323
929	0.2565307915210724
934	0.3032781481742859
939	0.4093404710292816
944	0.2860719859600067
949	0.30380070209503174
954	0.45093393325805664
959	0.5875433683395386
964	0.5219725370407104
969	0.4355945885181427
974	0.3905634880065918
979	0.4942910969257355
984	0.40775299072265625
989	0.5336135625839233
994	0.3674076199531555
999	0.4157869219779968
1004	0.4502091109752655
1009	0.5410425066947937
1014	0.44893261790275574
1019	0.6515984535217285
1024	0.1666666716337204
